Barcode_x	Barcode_y	C_xy.HetDipl	C_xy.NoDrug	C_xy.DMSO	C_xy.MMS	C_xy.4NQO	C_xy.BLMC	C_xy.ZEOC	C_xy.HYDX	C_xy.DXRB	C_xy.CMPT	C_xy.CSPL	Chromosomal_distance_bp	Remove_by_Chromosomal_distance_or_SameGene	Type_of_gene_x	Type_of_gene_y	SOJ_E_NoMMS	SOJ_E_MMS	SOJ_Class_NoMMS	SOJ_Class_MMS
MAG1_donor_1	YLR356W_recipient_2	2498	1597	1700	835	1850	1257	846	1600	2046	2155	1643	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_1	CSM3_recipient_2	264	110	190	73	91	106	236	85	122	25	129	NA	no	DNA_repair	DNA_repair	0.033516	-0.031771	NEUTRAL	NEUTRAL
MAG1_donor_1	FLO8_recipient_1	1379	1414	1395	740	1481	1605	1808	1649	1639	2516	1472	77532	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_1	FLO8_recipient_2	1158	1625	1595	881	1842	947	1481	1476	1460	2182	1288	77532	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_1	GAL2_recipient_2	1630	2177	2136	1160	2000	725	1341	1366	2114	3352	1072	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	APT2_recipient_1	2235	3276	3201	1660	3361	4588	3699	3591	3625	4436	3755	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	GAL2_recipient_1	1330	2484	2267	1187	2754	2941	2544	2743	2544	3454	2458	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	HO_recipient_1	2205	6234	6316	2975	6957	5330	9604	6397	5979	7782	6203	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	HO_recipient_2	2270	6676	6224	3332	7302	6243	8098	6313	7073	9179	7590	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	MAG1_recipient_1	300	8	10	1	9	12	18	10	10	13	10	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA
MAG1_donor_2	MAL13_recipient_1	1765	3017	2885	1557	3262	3618	3540	3468	3354	4642	3203	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	MMS1_recipient_1	330	270	250	85	512	1055	893	970	534	185	735	NA	no	DNA_repair	DNA_repair	0.050769	0.129068	ALLEVIATING	ALLEVIATING
MAG1_donor_2	MMS4_recipient_1	575	732	806	280	628	939	888	792	397	205	651	NA	no	DNA_repair	DNA_repair	-0.007781	-0.075603	NEUTRAL	AGGRAVATING
MAG1_donor_2	MPH1_recipient_1	275	300	290	25	295	684	430	504	641	850	633	NA	no	DNA_repair	DNA_repair	-0.010536	-0.179167	NEUTRAL	AGGRAVATING
MAG1_donor_2	MUS81_recipient_1	210	187	229	78	161	313	275	195	25	0	189	NA	no	DNA_repair	DNA_repair	0.011532	-0.07036	NEUTRAL	AGGRAVATING
MAG1_donor_2	NGL3_recipient_1	10195	19930	20163	10269	25657	19330	17045	19562	19779	21931	20011	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	CLA4_recipient_1	875	1105	1025	389	880	890	0	0	0	429	0	NA	no	DNA_repair	DNA_repair	0.057002	-0.040853	ALLEVIATING	AGGRAVATING
MAG1_donor_2	NGL3_recipient_2	1845	4320	4112	2630	5516	3567	4886	4302	5063	5550	4770	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	PSY3_recipient_1	1280	2815	2535	225	2085	2486	3205	2659	2464	2616	2838	NA	no	DNA_repair	DNA_repair	0.014564	-0.153914	NEUTRAL	AGGRAVATING
MAG1_donor_2	PSY3_recipient_2	4945	5000	5140	330	4405	5791	6813	5643	4853	4893	6233	NA	no	DNA_repair	DNA_repair	0.014564	-0.153914	NEUTRAL	AGGRAVATING
MAG1_donor_2	RAD18_recipient_1	385	175	130	60	10	264	306	341	239	235	74	NA	no	DNA_repair	DNA_repair	-0.039077	0.008241	AGGRAVATING	NEUTRAL
MAG1_donor_2	RAD18_recipient_2	785	570	560	289	40	1133	1172	1023	879	1211	0	NA	no	DNA_repair	DNA_repair	-0.039077	0.008241	AGGRAVATING	NEUTRAL
MAG1_donor_2	RAD51_recipient_1	280	212	188	5	183	399	308	354	181	173	233	103964	no	DNA_repair	DNA_repair	0.009276	-0.184353	NEUTRAL	AGGRAVATING
MAG1_donor_2	RAD52_recipient_1	180	128	82	75	100	380	382	336	98	130	155	NA	no	DNA_repair	DNA_repair	0.00972	-0.055203	NEUTRAL	NEUTRAL
MAG1_donor_2	RAD54_recipient_1	360	260	195	25	227	518	407	512	212	154	283	NA	no	DNA_repair	DNA_repair	0.01471	-0.170539	NEUTRAL	AGGRAVATING
MAG1_donor_2	RAD54_recipient_2	1575	1235	1365	135	834	2570	2292	2157	699	637	1208	NA	no	DNA_repair	DNA_repair	0.01471	-0.170539	NEUTRAL	AGGRAVATING
MAG1_donor_2	RAD55_recipient_1	600	314	281	10	35	640	406	564	24	140	458	NA	no	DNA_repair	DNA_repair	-0.003465	-0.214018	NEUTRAL	AGGRAVATING
MAG1_donor_2	CSM2_recipient_1	770	1340	1300	165	1055	1435	1888	1678	1418	1517	1324	NA	no	DNA_repair	DNA_repair	0.036377	-0.240259	ALLEVIATING	AGGRAVATING
MAG1_donor_2	RAD57_recipient_1	1290	1140	920	25	1066	2439	1655	1913	665	534	1468	NA	no	DNA_repair	DNA_repair	-0.01554	-0.195307	NEUTRAL	AGGRAVATING
MAG1_donor_2	RAD59_recipient_1	3410	4020	4535	1395	5921	5826	6429	6012	5845	594	6605	NA	no	DNA_repair	DNA_repair	0.012644	-0.105375	NEUTRAL	NEUTRAL
MAG1_donor_2	RAD5_recipient_1	655	852	902	326	386	1381	993	1119	605	995	871	NA	no	DNA_repair	DNA_repair	0.025659	0.020384	NEUTRAL	ALLEVIATING
MAG1_donor_2	RAD5_recipient_2	3795	3470	3210	1609	1274	5397	4283	4982	4238	5109	4044	NA	no	DNA_repair	DNA_repair	0.025659	0.020384	NEUTRAL	ALLEVIATING
MAG1_donor_2	RAD61_recipient_1	560	825	1110	252	685	326	993	251	466	0	440	NA	no	DNA_repair	DNA_repair	0.002503	-0.079668	NEUTRAL	AGGRAVATING
MAG1_donor_2	RTT101_recipient_1	540	170	130	105	159	555	851	517	299	152	305	NA	no	DNA_repair	DNA_repair	-0.009653	0.060716	NEUTRAL	NEUTRAL
MAG1_donor_2	RTT101_recipient_2	380	160	200	70	209	512	680	417	74	0	307	NA	no	DNA_repair	DNA_repair	-0.009653	0.060716	NEUTRAL	NEUTRAL
MAG1_donor_2	RTT107_recipient_1	310	428	472	35	367	780	1048	494	304	0	515	NA	no	DNA_repair	DNA_repair	-0.007489	-0.140162	NEUTRAL	AGGRAVATING
MAG1_donor_2	SGS1_recipient_1	1025	985	825	110	531	1590	1716	1207	840	633	727	NA	no	DNA_repair	DNA_repair	0.000601	-0.129287	NEUTRAL	AGGRAVATING
MAG1_donor_2	SHU1_recipient_1	980	1585	1525	185	995	1893	2071	1761	1756	1718	1728	NA	no	DNA_repair	DNA_repair	-0.011899	-0.160333	NEUTRAL	AGGRAVATING
MAG1_donor_2	CSM2_recipient_2	1785	4995	4350	640	4440	3315	4995	3483	4835	4273	4620	NA	no	DNA_repair	DNA_repair	0.036377	-0.240259	ALLEVIATING	AGGRAVATING
MAG1_donor_2	SHU1_recipient_2	900	1630	1570	210	1350	1694	2206	1679	1668	1745	1638	NA	no	DNA_repair	DNA_repair	-0.011899	-0.160333	NEUTRAL	AGGRAVATING
MAG1_donor_2	SHU2_recipient_1	2540	2115	1835	190	1645	2562	3930	3518	2539	3217	2311	NA	no	DNA_repair	DNA_repair	0.02418	-0.16853	NEUTRAL	AGGRAVATING
MAG1_donor_2	SHU2_recipient_2	1765	2580	2580	325	2270	2498	3312	3104	2747	2866	2477	NA	no	DNA_repair	DNA_repair	0.02418	-0.16853	NEUTRAL	AGGRAVATING
MAG1_donor_2	SLX4_recipient_1	1680	2715	2795	255	2475	2698	3193	3034	2511	1962	2972	NA	no	DNA_repair	DNA_repair	0.026063	-0.223679	NEUTRAL	AGGRAVATING
MAG1_donor_2	SRS2_recipient_1	1040	1355	1555	555	812	1914	2224	843	1064	49	1123	NA	no	DNA_repair	DNA_repair	0.017023	-0.031705	NEUTRAL	NEUTRAL
MAG1_donor_2	SRS2_recipient_2	1455	2220	2325	860	1279	3421	4411	2643	3062	791	2904	NA	no	DNA_repair	DNA_repair	0.017023	-0.031705	NEUTRAL	NEUTRAL
MAG1_donor_2	YBR259W_recipient_1	4235	8441	8064	4338	9469	7255	8112	8498	8596	9539	8062	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	YCL047C_recipient_1	1025	1297	1319	784	1347	1735	1951	1836	1912	2223	1707	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	YDL027C_recipient_1	1570	2137	2086	1268	2168	2656	2681	2432	2638	3717	2356	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	YDL027C_recipient_2	2520	5191	4917	2749	5472	5152	6276	4944	5805	7118	5446	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	CSM3_recipient_1	965	684	517	252	422	1179	1019	903	654	478	780	NA	no	DNA_repair	DNA_repair	0.033516	-0.031771	NEUTRAL	NEUTRAL
MAG1_donor_2	YFR057W_recipient_1	3505	5596	5214	2885	5940	4631	5801	5303	5906	8603	5931	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	YKR011C_recipient_1	1455	3582	3777	1953	4222	2746	4529	2853	3153	4218	3092	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	YKR011C_recipient_2	1485	2849	2780	1520	3111	3027	3464	2772	3434	4776	2989	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	YLR179C_recipient_1	1355	3708	3874	1937	4389	2935	3040	3310	4660	4490	4201	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	YLR179C_recipient_2	1995	4247	3974	2210	4339	3866	3346	4195	3367	4890	4293	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	YLR356W_recipient_1	3230	5695	5570	3166	7261	3149	4668	4868	6453	6821	5744	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	YLR356W_recipient_2	2010	2980	2861	1664	2939	3896	2365	2925	3454	4227	3323	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	CSM3_recipient_2	200	150	122	50	150	198	207	138	128	0	178	NA	no	DNA_repair	DNA_repair	0.033516	-0.031771	NEUTRAL	NEUTRAL
MAG1_donor_2	FLO8_recipient_1	1525	2490	2437	1300	2632	3235	3363	2983	2995	4320	2805	77532	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	FLO8_recipient_2	1100	2861	2786	1547	3274	2169	2873	2742	2745	3812	2558	77532	no	DNA_repair	Neutral	NA	NA	NA	NA
MAG1_donor_2	GAL2_recipient_2	1550	3833	3731	2037	4260	2724	4136	3460	3971	5811	3510	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MAL13_donor_1	APT2_recipient_1	7096	3775	3507	4517	3932	4959	4329	4852	4222	5423	4165	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	GAL2_recipient_1	3646	3120	3001	4063	3264	3311	3004	3478	3257	4031	3090	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	HO_recipient_1	4938	5555	5762	8041	6780	3342	7952	6062	4705	6121	5301	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	HO_recipient_2	6362	7455	7200	9472	7801	7370	9501	7515	7827	11712	8912	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	MAG1_recipient_1	818	614	651	342	678	643	942	599	681	892	600	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	MAL13_recipient_1	4867	36	32	46	37	39	44	43	40	54	38	0	YES	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	MMS1_recipient_1	1124	542	440	275	423	996	1071	986	490	264	735	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	MMS4_recipient_1	2137	1099	1289	1028	1153	1555	1434	1360	749	382	1043	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	MPH1_recipient_1	954	543	572	503	484	631	1198	498	546	1090	784	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	MUS81_recipient_1	700	349	319	266	284	483	517	358	102	0	341	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	NGL3_recipient_1	27347	20128	21259	27411	30402	18523	15674	21075	19362	20885	18959	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	CLA4_recipient_1	2213	958	953	1178	1001	1141	914	981	549	618	487	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	NGL3_recipient_2	5086	5696	5236	7633	5900	4705	4977	6029	5176	5698	4865	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	PSY3_recipient_1	4114	4056	4058	3154	3606	2315	4001	2841	3791	4528	4066	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	PSY3_recipient_2	9926	6042	5608	4805	5442	4327	7205	5818	5717	4416	6470	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	RAD18_recipient_1	759	223	250	107	91	304	226	283	264	385	189	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	RAD18_recipient_2	4173	1905	1796	743	594	2130	2141	1632	1989	3034	1463	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	RAD51_recipient_1	884	237	233	233	248	507	431	515	191	186	241	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	RAD52_recipient_1	542	123	147	119	109	453	366	390	117	135	173	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	RAD54_recipient_1	868	248	260	216	177	671	621	673	172	186	297	873890	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	RAD54_recipient_2	4338	1527	1537	1027	1070	3337	2700	3280	895	925	1619	873890	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	RAD55_recipient_1	1433	260	322	244	286	559	425	583	163	160	305	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	CSM2_recipient_1	3447	2907	2893	2489	2739	2922	4067	2468	3110	3743	3025	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	RAD57_recipient_1	3488	1408	1336	986	1076	2181	1250	1997	103	26	1467	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	RAD59_recipient_1	9740	6778	6161	4811	6297	7254	8222	8286	6915	376	8515	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	RAD5_recipient_1	2976	1825	1510	800	598	2687	1949	2308	1283	2024	1366	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	RAD5_recipient_2	8624	3723	3464	1844	1175	4505	3563	4634	3852	4546	3194	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	RAD61_recipient_1	1806	1413	1641	1458	1447	1636	2716	1042	1740	0	1133	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	RTT101_recipient_1	1128	192	207	153	152	634	832	622	239	77	308	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	RTT101_recipient_2	1343	297	299	212	254	709	914	953	216	0	449	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	RTT107_recipient_1	1213	662	658	404	639	981	1393	1088	319	33	825	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	SGS1_recipient_1	4123	1525	1685	1068	1066	3094	3215	3064	1378	875	1115	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	SHU1_recipient_1	3942	3696	3500	2820	2087	3863	4193	3688	4511	5042	3575	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	CSM2_recipient_2	6224	8735	8146	6940	9151	2486	5507	5080	9428	8937	7791	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	SHU1_recipient_2	2606	2388	2578	2262	2195	2294	2938	2362	2717	3423	2411	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	SHU2_recipient_1	5238	1886	1773	1524	1686	1642	2866	2416	2933	3143	2421	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	SHU2_recipient_2	6731	4605	4753	4091	5006	4894	5444	5183	5422	7326	4982	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	SLX4_recipient_1	4996	4621	4679	4763	4857	2456	3762	3181	3323	1479	3701	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	SRS2_recipient_1	3259	2242	2376	2017	1420	3426	3575	2305	2565	655	2419	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	SRS2_recipient_2	4911	3454	3704	3173	2118	4321	5972	3506	3953	1125	3927	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	YBR259W_recipient_1	10499	10622	10455	14272	12050	9157	10254	11708	10218	11722	10020	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	YCL047C_recipient_1	2606	1850	1623	2260	1552	1976	2343	2031	2184	2444	1910	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	YDL027C_recipient_1	4214	2857	2863	3841	2553	3018	3364	3783	2944	4213	3022	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	YDL027C_recipient_2	8126	6999	6130	9087	7533	5598	7019	7131	7099	7969	6486	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	CSM3_recipient_1	2932	1180	1025	1201	800	2069	1980	1938	1082	695	1140	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	YFR057W_recipient_1	10541	6738	6916	9198	7650	4667	6934	6941	9298	9915	6374	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	YKR011C_recipient_1	4316	4721	4828	6533	5710	3344	5261	3950	4402	4938	3686	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	YKR011C_recipient_2	3779	3017	2797	3920	3252	2880	3557	2150	2789	4908	2015	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	YLR179C_recipient_1	3577	4101	4615	5877	4830	2267	2649	3524	3414	4006	3499	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	YLR179C_recipient_2	5731	4520	4475	6304	4998	3592	4203	5252	4206	6273	4809	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	YLR356W_recipient_1	8802	6787	6724	9590	8604	1636	4033	5634	7701	4971	6511	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	YLR356W_recipient_2	5572	3352	3098	4442	3423	3358	1905	3587	3773	3574	3610	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	CSM3_recipient_2	792	255	254	276	249	375	379	406	241	89	222	NA	no	Neutral	DNA_repair	NA	NA	NA	NA
MAL13_donor_1	FLO8_recipient_1	3743	2834	2648	3649	3075	3402	3431	3585	2895	4253	3105	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	FLO8_recipient_2	2744	3609	3727	5355	3996	2371	3369	3554	3247	4277	3011	NA	no	Neutral	Neutral	NA	NA	NA	NA
MAL13_donor_1	GAL2_recipient_2	4370	5099	4964	6891	5683	1722	5643	3323	5045	7165	4511	NA	no	Neutral	Neutral	NA	NA	NA	NA
MMS1_donor_1	APT2_recipient_1	2134	585	509	354	514	1311	1053	1093	534	390	776	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MMS1_donor_1	GAL2_recipient_1	1209	433	436	270	431	869	713	757	375	267	543	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MMS1_donor_1	HO_recipient_1	2019	993	1016	578	912	1909	2353	1663	704	439	1298	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MMS1_donor_1	HO_recipient_2	2019	1233	1091	791	1131	1997	2372	2042	1046	887	1570	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MMS1_donor_1	MAG1_recipient_1	221	115	100	50	91	244	208	221	103	39	177	NA	no	DNA_repair	DNA_repair	0.050769	0.129068	ALLEVIATING	ALLEVIATING
MMS1_donor_1	MAL13_recipient_1	1692	557	517	370	505	1045	1005	1007	567	346	714	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MMS1_donor_1	MMS1_recipient_1	5	0	0	0	0	1	2	2	0	0	2	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA
MMS1_donor_1	MMS4_recipient_1	418	130	105	25	125	285	267	234	128	108	151	NA	no	DNA_repair	DNA_repair	-0.011001	-0.034803	NEUTRAL	NEUTRAL
MMS1_donor_1	MPH1_recipient_1	251	35	35	46	82	273	246	231	114	93	135	NA	no	DNA_repair	DNA_repair	0.000146	0.038943	NEUTRAL	NEUTRAL
MMS1_donor_1	MUS81_recipient_1	256	30	25	10	39	184	113	142	52	40	91	NA	no	DNA_repair	DNA_repair	-0.021449	-0.021292	AGGRAVATING	NEUTRAL
MMS1_donor_1	NGL3_recipient_1	9027	3680	3535	2622	4699	5719	4779	5303	3224	2501	4296	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MMS1_donor_1	CLA4_recipient_1	893	90	85	20	20	383	293	373	162	145	169	NA	no	DNA_repair	DNA_repair	-0.050101	-0.197221	AGGRAVATING	AGGRAVATING
MMS1_donor_1	NGL3_recipient_2	1833	940	830	625	854	1414	1388	1424	801	578	1069	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MMS1_donor_1	PSY3_recipient_1	1249	425	405	120	435	885	1119	952	355	265	883	NA	no	DNA_repair	DNA_repair	-0.0255	-0.020355	NEUTRAL	NEUTRAL
MMS1_donor_1	PSY3_recipient_2	3501	410	290	195	685	1162	1248	1048	495	315	800	NA	no	DNA_repair	DNA_repair	-0.0255	-0.020355	NEUTRAL	NEUTRAL
MMS1_donor_1	RAD18_recipient_1	215	20	20	15	18	20	30	20	28	30	28	NA	no	DNA_repair	DNA_repair	-0.034336	0.048594	AGGRAVATING	ALLEVIATING
MMS1_donor_1	RAD18_recipient_2	994	160	145	119	132	88	483	79	248	203	281	NA	no	DNA_repair	DNA_repair	-0.034336	0.048594	AGGRAVATING	ALLEVIATING
MMS1_donor_1	RAD51_recipient_1	311	30	25	10	51	134	96	110	43	54	21	NA	no	DNA_repair	DNA_repair	-0.029456	-0.053317	NEUTRAL	NEUTRAL
MMS1_donor_1	RAD52_recipient_1	63	5	10	5	5	71	53	121	8	76	29	NA	no	DNA_repair	DNA_repair	-0.025986	0.057502	NEUTRAL	ALLEVIATING
MMS1_donor_1	RAD54_recipient_1	201	32	50	10	23	145	87	122	53	52	52	NA	no	DNA_repair	DNA_repair	0.001467	0.004979	NEUTRAL	NEUTRAL
MMS1_donor_1	RAD54_recipient_2	1097	178	240	75	190	676	409	507	164	215	335	NA	no	DNA_repair	DNA_repair	0.001467	0.004979	NEUTRAL	NEUTRAL
MMS1_donor_1	RAD55_recipient_1	528	73	41	46	63	116	135	118	85	105	77	NA	no	DNA_repair	DNA_repair	-0.000283	0.008677	NEUTRAL	NEUTRAL
MMS1_donor_1	CSM2_recipient_1	815	292	317	105	281	796	639	524	135	63	334	NA	no	DNA_repair	DNA_repair	-0.00431	0.005199	NEUTRAL	NEUTRAL
MMS1_donor_1	RAD57_recipient_1	1092	187	131	85	20	36	332	408	87	81	123	NA	no	DNA_repair	DNA_repair	-0.016541	0.002013	NEUTRAL	NEUTRAL
MMS1_donor_1	RAD59_recipient_1	4228	670	645	791	1313	2332	2341	2086	272	720	1559	NA	no	DNA_repair	DNA_repair	-0.03223	0.016499	AGGRAVATING	NEUTRAL
MMS1_donor_1	RAD5_recipient_1	792	70	50	90	109	59	144	70	153	95	38	NA	no	DNA_repair	DNA_repair	-0.085148	0.057967	AGGRAVATING	ALLEVIATING
MMS1_donor_1	RAD5_recipient_2	3734	310	245	445	576	330	1077	283	585	400	245	NA	no	DNA_repair	DNA_repair	-0.085148	0.057967	AGGRAVATING	ALLEVIATING
MMS1_donor_1	RAD61_recipient_1	546	85	95	105	15	409	348	339	175	117	123	NA	no	DNA_repair	DNA_repair	-0.043613	-0.005525	NEUTRAL	NEUTRAL
MMS1_donor_1	RTT101_recipient_1	340	82	73	37	32	224	434	163	72	19	108	NA	no	DNA_repair	DNA_repair	0.105834	0.271337	ALLEVIATING	ALLEVIATING
MMS1_donor_1	RTT101_recipient_2	331	77	59	46	59	190	291	238	85	36	121	NA	no	DNA_repair	DNA_repair	0.105834	0.271337	ALLEVIATING	ALLEVIATING
MMS1_donor_1	RTT107_recipient_1	363	40	60	55	68	330	363	306	54	74	25	NA	no	DNA_repair	DNA_repair	-0.046879	0.071261	AGGRAVATING	NEUTRAL
MMS1_donor_1	SGS1_recipient_1	994	105	140	80	150	791	604	684	152	170	53	NA	no	DNA_repair	DNA_repair	-0.0411	0.038186	NEUTRAL	ALLEVIATING
MMS1_donor_1	SHU1_recipient_1	1536	602	490	280	363	943	303	917	587	346	748	NA	no	DNA_repair	DNA_repair	0.007535	0.042067	NEUTRAL	NEUTRAL
MMS1_donor_1	CSM2_recipient_2	2140	1285	1093	365	980	1547	1758	1697	1169	664	1786	NA	no	DNA_repair	DNA_repair	-0.00431	0.005199	NEUTRAL	NEUTRAL
MMS1_donor_1	SHU1_recipient_2	1003	424	295	185	308	800	234	745	370	315	654	NA	no	DNA_repair	DNA_repair	0.007535	0.042067	NEUTRAL	NEUTRAL
MMS1_donor_1	SHU2_recipient_1	2579	506	417	293	417	960	1083	1048	487	379	720	NA	no	DNA_repair	DNA_repair	0.027562	0.002176	ALLEVIATING	NEUTRAL
MMS1_donor_1	SHU2_recipient_2	1415	570	639	185	472	1189	1211	1097	513	228	918	NA	no	DNA_repair	DNA_repair	0.027562	0.002176	ALLEVIATING	NEUTRAL
MMS1_donor_1	SLX4_recipient_1	1871	551	417	150	454	1331	1140	1143	109	71	597	NA	no	DNA_repair	DNA_repair	-0.010393	-0.115641	NEUTRAL	AGGRAVATING
MMS1_donor_1	SRS2_recipient_1	743	100	65	60	163	1049	867	885	51	272	493	NA	no	DNA_repair	DNA_repair	-0.071227	-0.029229	AGGRAVATING	AGGRAVATING
MMS1_donor_1	SRS2_recipient_2	1092	130	145	195	186	774	724	584	32	224	222	NA	no	DNA_repair	DNA_repair	-0.071227	-0.029229	AGGRAVATING	AGGRAVATING
MMS1_donor_1	YBR259W_recipient_1	3859	1627	1387	1036	1628	2200	2400	2268	1451	1083	1856	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MMS1_donor_1	YCL047C_recipient_1	1015	240	224	138	172	564	468	485	263	183	375	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MMS1_donor_1	YDL027C_recipient_1	1391	497	440	312	381	1007	865	869	464	323	668	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
MMS1_donor_1	YDL027C_recipient_2	2337	975	862	642	762	1667	1566	1589	824	351	1064	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
