Barcode_x	Barcode_y	C_xy.HetDipl	C_xy.NoDrug	C_xy.DMSO	C_xy.MMS	C_xy.4NQO	C_xy.BLMC	C_xy.ZEOC	C_xy.HYDX	C_xy.DXRB	C_xy.CMPT	C_xy.CSPL	Chromosomal_distance_bp	Remove_by_Chromosomal_distance_or_SameGene	Type_of_gene_x	Type_of_gene_y	SOJ_E_NoMMS	SOJ_E_MMS	SOJ_Class_NoMMS	SOJ_Class_MMS
RAD59_donor_2	YBR259W_recipient_1	112306	133449	127901	98858	149647	114066	116935	133698	136529	52512	132190	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD59_donor_2	YCL047C_recipient_1	36725	21651	21417	16670	21786	24077	23194	22744	26581	6680	26035	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD59_donor_2	YDL027C_recipient_1	49417	17786	18407	16936	19107	34266	26757	31296	20464	8931	20260	58742	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD59_donor_2	YDL027C_recipient_2	86608	38652	38791	34192	39135	66774	54044	64473	45749	12152	43175	58742	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD59_donor_2	CSM3_recipient_1	29024	11050	10069	7161	7651	21825	16571	18230	11127	7453	12659	NA	no	DNA_repair	DNA_repair	-0.025539	-0.018792	NEUTRAL	NEUTRAL
RAD59_donor_2	YFR057W_recipient_1	106956	92469	91194	74609	102040	71313	83031	86533	95054	9884	93353	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD59_donor_2	YKR011C_recipient_1	39653	57298	56799	43045	68043	45072	57626	45388	52290	15525	52400	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD59_donor_2	YKR011C_recipient_2	42523	47961	48779	37708	52455	46064	47339	42128	53841	7254	52212	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD59_donor_2	YLR179C_recipient_1	44976	61368	65037	45172	72941	48896	42972	56879	66846	11059	62447	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD59_donor_2	YLR179C_recipient_2	60569	70887	66591	55404	72185	68660	70898	74903	79037	18989	77128	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD59_donor_2	YLR356W_recipient_1	116160	95052	93332	79375	120803	58092	67674	79938	104480	13989	100231	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD59_donor_2	YLR356W_recipient_2	65343	46947	43007	36762	48063	47776	29060	46304	52913	9372	53450	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD59_donor_2	CSM3_recipient_2	9769	3377	3160	2091	3302	5178	4130	3874	2977	1370	3439	NA	no	DNA_repair	DNA_repair	-0.025539	-0.018792	NEUTRAL	NEUTRAL
RAD59_donor_2	FLO8_recipient_1	50599	41554	41996	33064	43979	46437	46071	45214	48601	6154	46133	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD59_donor_2	FLO8_recipient_2	29709	41103	41284	38791	47770	29644	33028	37102	39472	0	39423	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD59_donor_2	GAL2_recipient_2	45545	58706	58136	43811	66433	40866	50921	49942	59199	0	57713	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	APT2_recipient_1	3635	2151	1940	1921	2358	2368	2024	2249	2462	1505	2316	868528	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	GAL2_recipient_1	1878	1524	1423	1607	1645	1538	1379	1456	1465	775	1505	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	HO_recipient_1	3103	3109	3613	3897	3706	2223	3843	2489	2479	885	2748	426015	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	HO_recipient_2	3665	3887	3563	3991	4363	3247	4114	3219	3622	1958	4184	426015	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	MAG1_recipient_1	393	194	238	84	257	151	273	198	171	0	172	NA	no	DNA_repair	DNA_repair	0.002503	-0.079668	NEUTRAL	AGGRAVATING
RAD61_donor_1	MAL13_recipient_1	3009	1782	1813	2146	2068	1878	1831	2199	1740	922	1802	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	MMS1_recipient_1	703	175	185	95	35	387	618	498	308	131	455	NA	no	DNA_repair	DNA_repair	-0.043613	-0.005525	NEUTRAL	NEUTRAL
RAD61_donor_1	MMS4_recipient_1	1306	663	613	571	706	906	1085	693	756	223	672	NA	no	DNA_repair	DNA_repair	0.011748	0.006915	NEUTRAL	NEUTRAL
RAD61_donor_1	MPH1_recipient_1	448	365	435	290	304	513	945	340	350	467	517	NA	no	DNA_repair	DNA_repair	0.000631	-0.022065	NEUTRAL	NEUTRAL
RAD61_donor_1	MUS81_recipient_1	319	132	154	93	113	197	162	114	83	11	136	770095	no	DNA_repair	DNA_repair	0.005895	0.003452	NEUTRAL	NEUTRAL
RAD61_donor_1	NGL3_recipient_1	16220	11604	11544	12300	15328	10394	9264	10372	10562	6174	11287	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	CLA4_recipient_1	1420	354	357	354	90	467	30	544	35	170	10	NA	no	DNA_repair	DNA_repair	0.048708	-0.002426	ALLEVIATING	NEUTRAL
RAD61_donor_1	NGL3_recipient_2	2704	2670	2566	2783	2975	2258	2560	2255	2449	1024	2622	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	PSY3_recipient_1	1580	1914	1532	1036	1410	1236	1517	1026	1448	600	1902	NA	no	DNA_repair	DNA_repair	-0.003203	0.005985	NEUTRAL	NEUTRAL
RAD61_donor_1	PSY3_recipient_2	6474	3504	3518	2123	3524	2316	3216	2494	3437	805	3535	NA	no	DNA_repair	DNA_repair	-0.003203	0.005985	NEUTRAL	NEUTRAL
RAD61_donor_1	RAD18_recipient_1	300	91	100	28	0	74	53	85	52	38	87	NA	no	DNA_repair	DNA_repair	-0.014501	0.021821	NEUTRAL	NEUTRAL
RAD61_donor_1	RAD18_recipient_2	2346	1103	979	326	60	1296	1128	1011	1252	843	1121	NA	no	DNA_repair	DNA_repair	-0.014501	0.021821	NEUTRAL	NEUTRAL
RAD61_donor_1	RAD51_recipient_1	265	46	62	47	55	79	63	100	32	37	20	NA	no	DNA_repair	DNA_repair	0.013541	0.007331	NEUTRAL	NEUTRAL
RAD61_donor_1	RAD52_recipient_1	278	59	68	50	77	167	135	150	2	49	2	NA	no	DNA_repair	DNA_repair	-0.029108	-0.044666	NEUTRAL	NEUTRAL
RAD61_donor_1	RAD54_recipient_1	251	77	113	37	45	130	187	103	0	48	83	NA	no	DNA_repair	DNA_repair	0.018295	0.036174	NEUTRAL	NEUTRAL
RAD61_donor_1	RAD54_recipient_2	1706	615	571	362	490	1314	1111	1212	0	124	608	NA	no	DNA_repair	DNA_repair	0.018295	0.036174	NEUTRAL	NEUTRAL
RAD61_donor_1	RAD55_recipient_1	994	196	168	124	168	308	335	249	174	169	231	122479	no	DNA_repair	DNA_repair	0.000102	0.053877	NEUTRAL	ALLEVIATING
RAD61_donor_1	CSM2_recipient_1	1388	1030	1016	734	957	856	0	0	1450	194	1111	NA	no	DNA_repair	DNA_repair	-0.014076	-0.018148	NEUTRAL	NEUTRAL
RAD61_donor_1	RAD57_recipient_1	1634	45	40	50	122	24	0	0	0	0	39	17463	YES	DNA_repair	DNA_repair	NA	NA	NA	NA
RAD61_donor_1	RAD59_recipient_1	3474	1304	1147	972	695	1691	0	1687	1131	0	0	129093	no	DNA_repair	DNA_repair	-0.00392	-0.035885	NEUTRAL	AGGRAVATING
RAD61_donor_1	RAD5_recipient_1	1683	802	784	326	35	838	637	775	655	325	641	NA	no	DNA_repair	DNA_repair	-0.012565	0.000439	NEUTRAL	NEUTRAL
RAD61_donor_1	RAD5_recipient_2	5323	2866	2775	1004	125	3353	2453	2812	2574	1895	2516	NA	no	DNA_repair	DNA_repair	-0.012565	0.000439	NEUTRAL	NEUTRAL
RAD61_donor_1	RAD61_recipient_1	219	7	7	6	7	18	22	17	7	6	15	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA
RAD61_donor_1	RTT101_recipient_1	743	146	159	87	20	478	477	0	52	70	187	NA	no	DNA_repair	DNA_repair	-0.013481	-0.027352	NEUTRAL	NEUTRAL
RAD61_donor_1	RTT101_recipient_2	640	123	122	119	20	288	424	0	136	41	227	NA	no	DNA_repair	DNA_repair	-0.013481	-0.027352	NEUTRAL	NEUTRAL
RAD61_donor_1	RTT107_recipient_1	443	287	236	15	172	392	561	305	0	0	156	NA	no	DNA_repair	DNA_repair	-0.045221	-0.054233	NEUTRAL	AGGRAVATING
RAD61_donor_1	SGS1_recipient_1	1433	752	734	312	340	1212	1269	930	746	243	539	NA	no	DNA_repair	DNA_repair	0.03024	-0.011714	NEUTRAL	NEUTRAL
RAD61_donor_1	SHU1_recipient_1	1898	1499	1188	990	993	1333	1301	1182	1528	639	1286	NA	no	DNA_repair	DNA_repair	-0.02404	-0.018827	NEUTRAL	NEUTRAL
RAD61_donor_1	CSM2_recipient_2	3241	3796	3464	2989	4653	1438	0	0	3451	858	3168	NA	no	DNA_repair	DNA_repair	-0.014076	-0.018148	NEUTRAL	NEUTRAL
RAD61_donor_1	SHU1_recipient_2	1558	1454	1319	1220	1410	1411	1934	1230	1893	771	1790	NA	no	DNA_repair	DNA_repair	-0.02404	-0.018827	NEUTRAL	NEUTRAL
RAD61_donor_1	SHU2_recipient_1	2865	1126	1111	784	1043	886	1204	1053	804	442	867	126209	no	DNA_repair	DNA_repair	-0.032237	-0.046639	NEUTRAL	NEUTRAL
RAD61_donor_1	SHU2_recipient_2	3438	2019	2144	1540	2163	2199	2326	2278	2171	770	2183	126209	no	DNA_repair	DNA_repair	-0.032237	-0.046639	NEUTRAL	NEUTRAL
RAD61_donor_1	SLX4_recipient_1	2221	1645	1963	1316	2014	941	0	849	713	0	1659	NA	no	DNA_repair	DNA_repair	0.016442	-0.059405	NEUTRAL	AGGRAVATING
RAD61_donor_1	SRS2_recipient_1	1728	629	617	190	399	1165	1479	977	688	116	0	NA	no	DNA_repair	DNA_repair	-0.05088	-0.147588	NEUTRAL	AGGRAVATING
RAD61_donor_1	SRS2_recipient_2	2588	1075	1220	335	821	2160	2155	1885	1326	677	134	NA	no	DNA_repair	DNA_repair	-0.05088	-0.147588	NEUTRAL	AGGRAVATING
RAD61_donor_1	YBR259W_recipient_1	5986	4915	4617	5196	5657	3916	4307	4447	4536	2415	4557	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	YCL047C_recipient_1	1584	755	732	796	782	797	853	785	1042	389	851	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	YDL027C_recipient_1	2171	406	390	436	304	940	931	746	473	383	485	69089	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	YDL027C_recipient_2	3326	907	979	1123	794	1827	1370	1681	779	724	845	69089	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	CSM3_recipient_1	1509	40	35	326	50	675	512	503	147	168	41	NA	no	DNA_repair	DNA_repair	-0.104236	-0.063592	AGGRAVATING	AGGRAVATING
RAD61_donor_1	YFR057W_recipient_1	4843	3291	3280	3637	3857	2294	3052	2750	3157	1024	3124	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	YKR011C_recipient_1	1956	1882	1882	2187	2254	1207	1553	1209	1270	472	1326	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	YKR011C_recipient_2	1912	1390	1351	1623	1705	1225	1815	1007	1364	613	1505	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	YLR179C_recipient_1	1818	2169	2212	2352	2644	948	1226	1183	1459	430	1594	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	YLR179C_recipient_2	2759	2473	2076	2647	2592	1819	2141	2073	2058	685	2514	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	YLR356W_recipient_1	5144	3316	3189	3792	4338	1615	2323	2373	3171	503	3155	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	YLR356W_recipient_2	2923	1686	1446	1765	1769	1115	873	1267	1468	497	1510	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	CSM3_recipient_2	367	5	10	115	10	245	147	144	82	33	0	NA	no	DNA_repair	DNA_repair	-0.104236	-0.063592	AGGRAVATING	AGGRAVATING
RAD61_donor_1	FLO8_recipient_1	1867	1244	1269	1557	1578	1294	1256	1358	1385	312	1439	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	FLO8_recipient_2	1401	1390	1595	1853	1956	807	1134	1047	715	6	1138	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD61_donor_1	GAL2_recipient_2	1804	2232	2136	2440	2545	1326	1985	1626	1904	288	1923	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	APT2_recipient_1	5274	1454	1107	840	1324	2719	2176	2529	1442	1024	1914	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	GAL2_recipient_1	3595	1180	1111	679	1079	1727	1582	1630	1141	812	1315	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	HO_recipient_1	4544	1768	1832	1574	1873	2701	4132	2560	1644	746	2197	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	HO_recipient_2	5390	2584	2167	1876	2213	3665	4484	3556	2505	1683	3493	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	MAG1_recipient_1	762	105	105	130	206	345	441	360	192	71	267	NA	no	DNA_repair	DNA_repair	-0.009653	0.060716	NEUTRAL	NEUTRAL
RTT101_donor_1	MAL13_recipient_1	4586	1103	1099	775	1112	2047	2110	1858	1064	577	1357	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	MMS1_recipient_1	994	470	420	193	372	516	633	438	361	163	510	NA	no	DNA_repair	DNA_repair	0.105834	0.271337	ALLEVIATING	ALLEVIATING
RTT101_donor_1	MMS4_recipient_1	2283	529	532	430	411	338	942	324	528	388	552	NA	no	DNA_repair	DNA_repair	-0.024448	-0.018702	NEUTRAL	NEUTRAL
RTT101_donor_1	MPH1_recipient_1	927	169	154	101	91	320	389	371	192	73	248	NA	no	DNA_repair	DNA_repair	-0.046863	-0.022049	AGGRAVATING	NEUTRAL
RTT101_donor_1	MUS81_recipient_1	837	170	170	120	202	482	401	352	163	104	241	NA	no	DNA_repair	DNA_repair	-0.053118	-0.055521	AGGRAVATING	NEUTRAL
RTT101_donor_1	NGL3_recipient_1	28151	9000	8805	5657	9071	12482	11295	12047	8976	6744	10391	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	CLA4_recipient_1	2268	249	272	10	40	536	546	150	111	217	111	NA	no	DNA_repair	DNA_repair	-0.043121	-0.282624	AGGRAVATING	AGGRAVATING
RTT101_donor_1	NGL3_recipient_2	4361	1709	1591	1481	1624	2223	2444	2551	1675	810	1679	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	PSY3_recipient_1	3671	1508	1365	734	1302	2012	2554	1896	1650	1000	2041	NA	no	DNA_repair	DNA_repair	-0.01921	0.00427	NEUTRAL	NEUTRAL
RTT101_donor_1	PSY3_recipient_2	6792	1135	1229	802	1061	1983	2429	1916	1152	567	1567	NA	no	DNA_repair	DNA_repair	-0.01921	0.00427	NEUTRAL	NEUTRAL
RTT101_donor_1	RAD18_recipient_1	815	155	163	83	68	294	242	340	180	122	259	NA	no	DNA_repair	DNA_repair	-0.021166	0.050323	NEUTRAL	ALLEVIATING
RTT101_donor_1	RAD18_recipient_2	5569	1171	1206	674	621	2078	1958	2053	1144	752	1311	NA	no	DNA_repair	DNA_repair	-0.021166	0.050323	NEUTRAL	ALLEVIATING
RTT101_donor_1	RAD51_recipient_1	723	104	92	10	119	207	166	177	90	99	109	NA	no	DNA_repair	DNA_repair	-0.030037	-0.053213	NEUTRAL	NEUTRAL
RTT101_donor_1	RAD52_recipient_1	403	32	36	55	54	180	114	142	36	36	65	NA	no	DNA_repair	DNA_repair	-0.008128	0.022735	NEUTRAL	NEUTRAL
RTT101_donor_1	RAD54_recipient_1	703	169	109	100	77	463	329	304	165	164	185	NA	no	DNA_repair	DNA_repair	-0.009977	-0.022532	NEUTRAL	NEUTRAL
RTT101_donor_1	RAD54_recipient_2	2691	469	404	316	381	1352	930	1061	441	562	489	NA	no	DNA_repair	DNA_repair	-0.009977	-0.022532	NEUTRAL	NEUTRAL
RTT101_donor_1	RAD55_recipient_1	1437	219	159	165	181	411	341	415	225	229	282	NA	no	DNA_repair	DNA_repair	-0.025362	-0.043276	NEUTRAL	NEUTRAL
RTT101_donor_1	CSM2_recipient_1	2744	875	898	568	766	1445	1613	0	0	225	1059	NA	no	DNA_repair	DNA_repair	-0.036985	-0.027181	AGGRAVATING	NEUTRAL
RTT101_donor_1	RAD57_recipient_1	3035	579	494	40	472	1228	921	1170	460	517	701	NA	no	DNA_repair	DNA_repair	-0.012638	-0.014557	NEUTRAL	NEUTRAL
RTT101_donor_1	RAD59_recipient_1	7992	1871	1466	1284	1898	2919	2777	3025	543	954	2414	NA	no	DNA_repair	DNA_repair	-0.037259	0.025526	AGGRAVATING	NEUTRAL
RTT101_donor_1	RAD5_recipient_1	2386	665	630	408	395	1454	1054	1370	573	531	742	NA	no	DNA_repair	DNA_repair	-0.060032	0.065458	AGGRAVATING	ALLEVIATING
RTT101_donor_1	RAD5_recipient_2	9232	1685	1635	1082	1125	3061	2329	2914	1841	1396	1898	NA	no	DNA_repair	DNA_repair	-0.060032	0.065458	AGGRAVATING	ALLEVIATING
RTT101_donor_1	RAD61_recipient_1	998	155	180	128	30	352	376	0	44	0	43	NA	no	DNA_repair	DNA_repair	-0.013481	-0.027352	NEUTRAL	NEUTRAL
RTT101_donor_1	RTT101_recipient_1	27	1	1	1	1	2	2	2	2	2	2	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA
RTT101_donor_1	RTT101_recipient_2	27	1	1	1	1	2	2	2	2	2	2	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA
RTT101_donor_1	RTT107_recipient_1	770	10	10	119	15	433	386	393	13	109	29	NA	no	DNA_repair	DNA_repair	-0.118726	-0.045979	AGGRAVATING	NEUTRAL
RTT101_donor_1	SGS1_recipient_1	2995	65	75	445	444	1272	1120	1115	306	260	276	NA	no	DNA_repair	DNA_repair	-0.061022	-0.030251	AGGRAVATING	AGGRAVATING
RTT101_donor_1	SHU1_recipient_1	3165	907	916	500	608	1234	1587	1300	807	276	1057	NA	no	DNA_repair	DNA_repair	-0.023952	-0.015028	NEUTRAL	NEUTRAL
RTT101_donor_1	CSM2_recipient_2	5229	2547	2267	1275	2426	2941	3695	973	956	1215	3092	NA	no	DNA_repair	DNA_repair	-0.036985	-0.027181	AGGRAVATING	NEUTRAL
RTT101_donor_1	SHU1_recipient_2	2243	893	689	460	680	1640	1886	1384	1121	511	1184	NA	no	DNA_repair	DNA_repair	-0.023952	-0.015028	NEUTRAL	NEUTRAL
RTT101_donor_1	SHU2_recipient_1	4553	565	431	339	381	1299	1422	1199	721	428	781	NA	no	DNA_repair	DNA_repair	-0.033428	-0.014692	AGGRAVATING	NEUTRAL
RTT101_donor_1	SHU2_recipient_2	5663	1595	1578	1045	1438	2887	3016	2724	1566	791	1891	NA	no	DNA_repair	DNA_repair	-0.033428	-0.014692	AGGRAVATING	NEUTRAL
RTT101_donor_1	SLX4_recipient_1	5229	1431	1337	120	1129	3092	3280	2941	1327	0	2023	NA	no	DNA_repair	DNA_repair	-0.02659	-0.106865	NEUTRAL	AGGRAVATING
RTT101_donor_1	SRS2_recipient_1	2726	45	45	399	60	1313	1327	1226	66	301	81	88633	no	DNA_repair	DNA_repair	-0.073297	-0.037976	AGGRAVATING	NEUTRAL
RTT101_donor_1	SRS2_recipient_2	3232	70	70	536	80	1573	1335	1321	122	382	121	88633	no	DNA_repair	DNA_repair	-0.073297	-0.037976	AGGRAVATING	NEUTRAL
RTT101_donor_1	YBR259W_recipient_1	8130	3071	2793	2049	2980	4442	4869	4258	3237	1852	3836	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	YCL047C_recipient_1	2552	511	487	374	512	942	1114	935	521	274	653	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	YDL027C_recipient_1	3697	957	889	651	848	1824	1901	1694	1032	642	1197	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	YDL027C_recipient_2	5802	1750	1605	1548	1610	3185	2778	3029	1882	699	1936	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	CSM3_recipient_1	2628	159	136	115	15	326	340	216	182	175	175	NA	no	DNA_repair	DNA_repair	-0.009705	0.037948	NEUTRAL	NEUTRAL
RTT101_donor_1	YFR057W_recipient_1	7293	2226	2183	1710	2200	3695	4225	3874	2404	1104	2940	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	YKR011C_recipient_1	3134	1613	1600	1036	1436	2315	2971	2157	1606	1055	2177	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	YKR011C_recipient_2	3519	1116	1147	756	1075	1975	2462	2042	1251	520	1435	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	YLR179C_recipient_1	2964	1267	1328	1091	1265	1884	1670	1941	1402	645	1673	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	YLR179C_recipient_2	4437	1672	1514	1244	1479	2686	2841	2720	1916	935	2097	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	YLR356W_recipient_1	7608	2243	2122	2049	2475	3129	3632	3585	2419	931	2971	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	YLR356W_recipient_2	4889	1108	978	826	985	2049	1482	1864	1218	558	1514	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	CSM3_recipient_2	788	82	77	46	5	212	288	136	68	33	39	NA	no	DNA_repair	DNA_repair	-0.009705	0.037948	NEUTRAL	NEUTRAL
RTT101_donor_1	FLO8_recipient_1	4146	1044	1034	743	948	2305	2280	2136	1220	596	1591	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	FLO8_recipient_2	2216	1127	1062	871	1007	1864	1903	1960	1048	474	1376	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_1	GAL2_recipient_2	3188	1294	1422	1147	1452	2113	3360	2504	1441	460	1923	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_2	APT2_recipient_1	7047	1581	1379	993	1373	3145	2547	2724	1665	656	2303	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_2	GAL2_recipient_1	4137	1299	1301	857	1107	1946	1738	2070	1236	561	1641	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_2	HO_recipient_1	5368	2666	2203	1862	2566	3413	4890	3578	2103	758	3335	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_2	HO_recipient_2	6004	3332	2480	2219	3021	4217	5448	4089	3155	1386	4653	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_2	MAG1_recipient_1	827	140	130	149	255	420	491	495	283	30	435	NA	no	DNA_repair	DNA_repair	-0.009653	0.060716	NEUTRAL	NEUTRAL
RTT101_donor_2	MAL13_recipient_1	4920	1376	1260	1037	1202	2344	2140	2517	1504	649	2142	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_2	MMS1_recipient_1	1213	665	475	220	372	706	610	665	310	193	638	NA	no	DNA_repair	DNA_repair	0.105834	0.271337	ALLEVIATING	ALLEVIATING
RTT101_donor_2	MMS4_recipient_1	2449	630	691	425	478	260	1117	249	612	364	722	NA	no	DNA_repair	DNA_repair	-0.024448	-0.018702	NEUTRAL	NEUTRAL
RTT101_donor_2	MPH1_recipient_1	806	215	205	124	181	749	730	425	181	48	558	NA	no	DNA_repair	DNA_repair	-0.046863	-0.022049	AGGRAVATING	NEUTRAL
RTT101_donor_2	MUS81_recipient_1	862	215	215	135	248	610	501	442	170	67	315	NA	no	DNA_repair	DNA_repair	-0.053118	-0.055521	AGGRAVATING	NEUTRAL
RTT101_donor_2	NGL3_recipient_1	27977	10025	9335	6839	9828	12842	11005	13142	9118	3925	12226	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_2	CLA4_recipient_1	2619	319	349	10	50	686	630	95	49	205	49	NA	no	DNA_repair	DNA_repair	-0.043121	-0.282624	AGGRAVATING	AGGRAVATING
RTT101_donor_2	NGL3_recipient_2	4678	2542	2249	1751	2282	3585	3187	3841	2415	1344	3412	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RTT101_donor_2	PSY3_recipient_1	4092	1691	1650	972	1528	2051	2413	1810	1726	540	2322	NA	no	DNA_repair	DNA_repair	-0.01921	0.00427	NEUTRAL	NEUTRAL
RTT101_donor_2	PSY3_recipient_2	8999	1923	1628	1018	1429	2619	3270	3095	1558	684	3353	NA	no	DNA_repair	DNA_repair	-0.01921	0.00427	NEUTRAL	NEUTRAL
RTT101_donor_2	RAD18_recipient_1	900	178	145	60	68	380	393	407	199	188	270	NA	no	DNA_repair	DNA_repair	-0.021166	0.050323	NEUTRAL	ALLEVIATING
RTT101_donor_2	RAD18_recipient_2	4325	1253	1079	504	399	1891	1518	1886	1129	660	1301	NA	no	DNA_repair	DNA_repair	-0.021166	0.050323	NEUTRAL	ALLEVIATING
RTT101_donor_2	RAD51_recipient_1	827	141	115	15	148	272	210	234	112	119	143	NA	no	DNA_repair	DNA_repair	-0.030037	-0.053213	NEUTRAL	NEUTRAL
RTT101_donor_2	RAD52_recipient_1	501	109	104	64	68	458	412	418	74	106	174	NA	no	DNA_repair	DNA_repair	-0.008128	0.022735	NEUTRAL	NEUTRAL
RTT101_donor_2	RAD54_recipient_1	882	114	127	96	104	382	282	432	135	48	177	NA	no	DNA_repair	DNA_repair	-0.009977	-0.022532	NEUTRAL	NEUTRAL
RTT101_donor_2	RAD54_recipient_2	3331	542	449	385	440	1590	1093	1574	285	425	670	NA	no	DNA_repair	DNA_repair	-0.009977	-0.022532	NEUTRAL	NEUTRAL
RTT101_donor_2	RAD55_recipient_1	1428	191	159	142	118	352	282	468	132	128	195	NA	no	DNA_repair	DNA_repair	-0.025362	-0.043276	NEUTRAL	NEUTRAL
RTT101_donor_2	CSM2_recipient_1	2444	893	957	555	771	1899	2040	0	0	122	1467	NA	no	DNA_repair	DNA_repair	-0.036985	-0.027181	AGGRAVATING	NEUTRAL
RTT101_donor_2	RAD57_recipient_1	2498	556	530	50	395	1480	1041	1309	339	318	745	NA	no	DNA_repair	DNA_repair	-0.012638	-0.014557	NEUTRAL	NEUTRAL
RTT101_donor_2	RAD59_recipient_1	8398	2251	1846	1503	2184	3226	2897	3506	0	443	3121	NA	no	DNA_repair	DNA_repair	-0.037259	0.025526	AGGRAVATING	NEUTRAL
RTT101_donor_2	RAD5_recipient_1	2225	640	520	298	299	1243	1075	1211	673	421	619	NA	no	DNA_repair	DNA_repair	-0.060032	0.065458	AGGRAVATING	ALLEVIATING
RTT101_donor_2	RAD5_recipient_2	13691	3360	3025	2068	1592	5756	4466	5255	3556	2290	3653	NA	no	DNA_repair	DNA_repair	-0.060032	0.065458	AGGRAVATING	ALLEVIATING
